"","x","y","acaldi","acalma","alsebl","apeime","ast2gr","beilpe","brosal","calolo","caseac","chr1ec","chr2ar","cordla","cupasy","des2pa","faraoc","gar2in","guapst","guargu","guarsp","guatdu","hassfl","heisco","herrpu","hirttr","hybapr","ingago","ingama","ingaqu","ingaum","loncla","malmsp","maquco","mourmy","ocotce","oenoma","olmeas","ormoma","pentma","picrla","pipeae","pipeco","pipecu","pipepe","pipere","poular","pourbi","pri2co","protco","protpa","protte","quaras","randar","simaam","sipacr","socrex","solast","soroaf","swars2","sympgl","tab1gu","tab1ro","tab2ar","tachve","termam","tet2pa","thevah","tri2tu","unonpi","virose","virosu","xyl1ma","alchco","cassel","chr2ca","coccma","cou2cu","dendar","drypst","ery1co","eugega","eugene","eugeoe","hampap","ingapu","laciag","laetth","maytsc","micoaf","nectci","ouralu","psycho","stylst","swars1","talipr","tratas","zantbe","apeiti","ardigu","aspicr","cecrin","coccco","cordbi","dio2ar","guargr","ingath","micoar","micoel","micone","nectpu","perexa","poutre","poutst","pterro","sipapa","tri2pa","zantp1","ade1tr","alibed","annosp","ast1st","bactc1","cappfr","ceibpe","gar2ma","guetfo","ocotob","ocotpu","paligu","pse1se","sloate","andiin","casesy","eugeco","ingasa","psycma","quasam","annoac","cordal","crotbi","cupala","cuparu","gustsu","ingas1","jac1co","lacmpa","pla1pi","pla2el","turpoc","hyeral","schipa","sterap","tremmi","celtsc","heisac","ormocr","zantpr","caseco","licahy","rinosy","anaxpa","cestme","licapl","lozapi","ocotwh","psycch","sapiau","virosp","solaha","sponmo","theoca","casear","clidde","entesc","ery2ma","guazul","luehse","ochrpy","sponra","ery2pa","myrcga","geniam","sennda","tropra","taline","hameax","ingafa","cha2sc","vismba","phoeci","anacex","tripcu","allops","bactma","cecrob","ingaco","micoho","psycde","psycg1","chimpa","psycac","sch1zo","lafopu","diptpa","ingasp","neeaam","conoci","psycli","tremin","couthe","cyphha","laetpr","huracr","lindla","vochfe","nectgl","ardife","pit1ma","posola","elaeol","solaas","ficuob","urerba","cupaci","bactba","pipea1","aegipa","xyl2ol","acacme","malpro","psidfr","ingami","micopr","myrofr","psycra","ficupo","psycg3","zuelgu","ficuci","termob","hirtam","ficuc2","psycfu","ficuin","casegu","cecrlo","ingaru","maclti","tri4ga","cha1te","brosgu","ficuto","colugl","tocopi","aphesi","tri1gi","ficutr","spacme","cedrod","pipeim","amaico","poutfo","pipelo","cavapl","leandi","ficuma","clidse","cestra","macrgl","ficuyo","clidoc","margno","pochse","tet4jo","ormoam","ingape","vismbi","nects1","mar1la","randfo","ficupe","pipeca","stemgr","micoim","psycpi","bactc2","rauvli","jac2sp","appuse","protsp","sapisp","cespma","pit1ru","conobr","oreoca","ardiba","pterof","verbgi","pochqu","micodo"
"558",862.5,187.5,1,0,9,1,0,1,1,0,4,2,0,3,3,20,17,5,0,3,3,2,0,0,1,8,58,1,0,0,0,0,0,2,9,0,5,0,0,0,1,0,0,0,0,0,3,0,0,1,5,3,4,0,1,0,1,0,1,15,0,0,0,0,8,0,12,0,8,1,1,0,3,0,1,0,0,1,0,6,1,3,0,1,0,0,1,0,0,0,1,1,1,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"559",862.5,212.5,0,0,10,0,0,8,4,1,0,3,0,2,0,11,26,9,0,6,3,2,0,1,1,6,44,0,3,6,1,0,0,5,6,0,2,0,0,1,2,0,0,0,0,0,1,0,0,1,11,7,3,0,5,0,1,0,5,7,0,0,1,2,3,0,25,0,19,4,4,0,5,0,2,1,1,1,0,5,0,2,3,3,1,0,2,0,0,0,0,3,1,1,3,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560",862.5,237.5,1,0,8,0,0,4,1,0,0,3,2,2,1,20,23,2,0,3,0,3,0,0,3,9,53,1,5,2,1,0,0,2,3,0,0,3,1,0,0,0,0,0,0,0,14,0,0,1,3,9,6,2,3,0,2,0,4,4,0,0,0,3,9,0,7,0,7,2,1,0,0,0,2,0,0,1,0,18,0,2,0,2,1,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"561",887.5,12.5,4,0,51,0,0,0,0,4,0,0,0,1,5,7,17,13,0,5,0,1,0,0,0,8,73,0,2,1,0,0,1,4,11,1,0,0,0,2,5,0,0,0,0,0,0,0,0,1,3,13,2,0,13,0,0,0,4,5,0,0,0,0,7,0,43,0,4,1,0,0,8,1,0,0,0,2,0,9,0,3,1,1,1,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,2,6,0,6,0,1,0,10,0,0,0,0,2,0,2,0,0,0,0,1,3,0,0,2,0,0,0,0,0,12,0,1,3,0,1,0,1,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"562",887.5,37.5,1,0,14,1,0,1,0,2,0,2,3,4,3,10,26,10,0,6,0,1,0,0,1,10,45,0,0,0,2,0,0,2,5,1,4,0,0,0,4,0,0,0,0,1,0,0,0,2,4,13,4,0,1,0,0,0,2,8,0,1,0,0,2,0,11,0,15,1,2,3,4,0,0,0,0,1,0,5,0,12,0,3,0,0,2,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"563",887.5,262.5,0,0,2,0,0,9,0,1,0,2,0,3,1,9,5,5,0,3,2,4,0,1,4,10,28,0,2,1,0,1,1,3,2,1,1,0,0,0,5,0,1,0,0,0,8,0,0,1,1,6,4,0,1,0,0,0,10,5,1,0,0,1,2,0,9,0,17,2,2,1,0,0,3,0,0,0,0,8,0,4,1,2,0,0,2,0,0,0,0,0,2,2,4,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"564",887.5,287.5,12,0,4,0,0,3,0,1,0,1,1,3,1,8,21,6,0,8,0,0,0,2,1,8,56,0,1,1,0,1,0,2,2,1,3,1,0,0,1,0,0,0,0,0,11,0,0,0,1,13,2,0,0,0,1,0,6,0,0,0,0,1,0,0,1,0,35,5,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,3,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565",887.5,312.5,0,0,2,0,0,5,1,1,0,2,2,2,1,17,29,4,0,4,0,0,1,2,1,12,51,1,0,2,1,1,2,2,3,0,1,2,0,0,3,0,0,0,0,0,4,0,0,2,5,8,11,2,0,0,2,0,2,2,0,0,1,1,3,0,0,0,55,1,1,0,3,0,4,0,0,0,0,16,0,3,1,5,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"566",887.5,337.5,1,0,3,1,0,8,1,0,0,0,0,1,0,15,13,2,0,5,3,5,0,1,1,6,79,1,1,0,0,0,1,2,4,1,1,2,0,0,5,0,0,0,0,1,8,0,0,2,15,8,4,2,0,0,5,0,4,0,0,0,1,2,1,0,3,0,30,2,4,0,0,0,0,0,0,1,0,13,0,1,0,3,0,0,0,0,0,0,0,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"567",887.5,362.5,9,0,9,0,0,4,2,1,0,5,0,5,2,13,15,5,0,17,2,5,4,2,0,11,36,0,9,1,1,2,1,0,1,1,2,1,0,3,3,0,0,0,1,0,7,0,0,1,8,19,11,1,4,0,2,0,7,3,1,0,0,8,13,0,1,0,53,3,1,0,4,0,1,2,0,0,0,14,0,1,0,1,0,0,2,0,0,0,0,0,0,2,4,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,5,0,1,1,2,1,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568",887.5,387.5,3,0,3,0,0,2,5,1,1,1,2,1,1,11,18,5,0,4,1,0,1,1,2,9,24,0,1,0,0,0,1,2,7,0,4,1,0,2,2,0,0,0,0,0,3,0,0,0,4,4,0,1,0,0,6,0,2,5,1,0,0,1,2,0,1,0,23,1,1,0,1,0,0,0,0,1,0,4,0,0,0,3,0,0,2,0,0,0,0,1,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569",887.5,412.5,1,0,1,1,0,3,2,0,1,0,0,1,1,19,10,12,0,3,1,0,0,2,0,13,17,1,2,1,0,0,2,3,6,0,3,0,0,3,1,0,0,0,0,0,4,0,0,2,7,14,6,1,0,0,3,0,2,11,0,0,0,1,1,0,3,0,14,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570",887.5,437.5,13,0,1,0,0,3,0,1,3,1,0,1,0,6,14,1,0,6,0,3,0,3,2,12,24,1,1,3,2,0,4,3,9,1,0,0,0,0,1,0,0,0,1,1,5,0,0,4,15,13,6,3,0,0,1,0,7,13,0,0,0,2,1,0,2,0,20,1,4,1,0,0,0,0,1,1,0,2,0,0,0,1,0,0,2,0,0,0,0,1,2,0,4,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,2,0,1,4,0,0,0,2,0,0,0,6,0,3,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"571",887.5,462.5,19,0,2,0,0,4,0,1,2,4,1,2,0,3,2,4,0,11,1,4,1,0,0,7,26,0,2,2,1,2,2,0,0,0,3,2,0,2,1,2,1,0,0,0,5,1,0,3,6,22,4,0,0,0,0,0,2,3,2,0,2,0,1,0,4,0,30,1,4,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,2,3,0,0,0,1,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,4,8,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,1,0,1,3,1,0,0,1,0,8,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"572",887.5,487.5,2,0,1,0,0,4,0,4,0,2,1,3,0,4,5,1,0,7,2,4,0,1,2,21,24,0,0,0,1,0,0,1,2,0,4,2,0,0,2,0,0,0,0,0,2,0,0,9,3,15,0,2,1,0,1,0,3,4,2,0,1,3,5,0,4,0,15,5,3,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573",887.5,62.5,1,0,12,0,0,0,0,6,0,0,1,3,2,8,16,11,0,2,0,0,0,0,1,8,39,0,2,1,0,0,0,3,4,0,4,0,0,1,4,0,0,0,0,0,0,0,0,0,6,8,1,0,1,0,0,0,3,14,0,0,0,0,4,0,11,1,12,1,0,0,4,2,1,0,1,0,0,9,0,3,1,2,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"574",887.5,87.5,4,0,37,1,0,0,1,7,0,0,3,2,1,11,16,13,0,0,0,0,0,3,0,5,49,0,2,2,1,0,1,1,7,2,3,0,1,0,9,0,0,0,0,0,0,0,0,1,2,3,1,3,2,0,0,0,0,7,0,0,1,2,4,0,17,0,7,0,1,0,8,0,1,1,0,2,0,17,0,1,2,11,0,0,0,0,0,0,0,5,2,1,0,3,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,2,0,3,0,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"575",887.5,112.5,0,0,40,1,0,0,1,6,2,0,0,6,1,14,9,19,0,3,2,0,0,0,0,12,36,0,1,0,1,0,0,5,9,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,4,1,3,0,0,0,0,6,0,0,0,0,0,0,11,0,6,3,0,0,9,0,0,0,0,2,0,4,0,6,1,0,0,0,3,0,0,0,0,0,1,0,1,2,0,0,0,0,0,3,0,4,0,1,0,6,0,0,0,0,2,0,2,0,0,0,0,3,5,1,0,1,0,0,0,2,0,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"576",887.5,137.5,1,0,22,1,0,1,0,1,1,0,2,4,0,19,15,2,0,3,0,1,0,1,0,11,57,0,3,0,1,0,0,2,13,0,6,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,1,3,0,0,0,2,6,0,15,1,6,0,0,0,14,1,1,0,0,2,0,4,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,1,0,1,0,2,0,3,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577",887.5,162.5,11,0,25,0,0,2,1,0,1,1,4,5,0,18,22,6,1,3,3,4,1,2,0,11,63,1,7,0,1,0,0,4,6,0,3,0,0,1,3,0,0,0,0,0,5,0,0,1,3,3,8,3,1,0,0,0,4,2,1,0,1,1,5,0,16,1,8,3,2,0,6,4,0,0,0,1,0,6,0,8,0,4,0,0,7,0,0,0,0,2,1,2,0,1,0,2,0,0,0,6,1,1,0,0,0,4,0,0,0,0,1,0,4,4,0,0,0,2,0,1,0,3,0,0,0,4,0,4,0,1,1,0,1,2,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,1,5,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
